x_Timestamp,t_kWh,z_Avg Voltage (Volt),z_Avg Current (Amp),y_Freq (Hz),Date,Time
2021-01-02 00:00:00,0.002,253.36,0.25,50.09,2021-01-02,00:00:00
2021-01-02 00:03:00,0.002,253.87,0.25,50.11,2021-01-02,00:03:00
2021-01-02 00:06:00,0.02,253.25,1.67,50.14,2021-01-02,00:06:00
2021-01-02 00:09:00,0.045,252.2,3.52,50.12,2021-01-02,00:09:00
2021-01-02 00:12:00,0.044,252.28,3.53,50.07,2021-01-02,00:12:00
2021-01-02 00:15:00,0.042,252.51,3.15,50.1,2021-01-02,00:15:00
2021-01-02 00:18:00,0.001,253.97,0.14,50.08,2021-01-02,00:18:00
2021-01-02 00:21:00,0.001,253.93,0.14,50.03,2021-01-02,00:21:00
2021-01-02 00:24:00,0.001,253.79,0.14,50,2021-01-02,00:24:00
2021-01-02 00:27:00,0.001,253.81,0.14,50.02,2021-01-02,00:27:00
2021-01-02 00:30:00,0.001,254.18,0.14,50.04,2021-01-02,00:30:00
2021-01-02 00:33:00,0.001,254.2,0.14,50.03,2021-01-02,00:33:00
2021-01-02 00:36:00,0.001,254.39,0.14,50.02,2021-01-02,00:36:00
2021-01-02 00:39:00,0.001,254.58,0.13,50.06,2021-01-02,00:39:00
2021-01-02 00:42:00,0.001,254.53,0.14,50.04,2021-01-02,00:42:00
2021-01-02 00:45:00,0.001,254.68,0.14,50.02,2021-01-02,00:45:00
2021-01-02 00:48:00,0.001,254.56,0.14,50,2021-01-02,00:48:00
2021-01-02 00:51:00,0.002,254.58,0.14,50,2021-01-02,00:51:00
2021-01-02 00:54:00,0.001,254.63,0.14,50.04,2021-01-02,00:54:00
2021-01-02 00:57:00,0.001,254.74,0.14,50.06,2021-01-02,00:57:00
2021-01-02 01:00:00,0.001,254.75,0.14,50.02,2021-01-02,01:00:00
2021-01-02 01:03:00,0.001,254.93,0.14,50.02,2021-01-02,01:03:00
2021-01-02 01:06:00,0.001,255.31,0.14,50.02,2021-01-02,01:06:00
2021-01-02 01:09:00,0.001,255.39,0.14,50.02,2021-01-02,01:09:00
2021-01-02 01:12:00,0.001,255.72,0.14,50.08,2021-01-02,01:12:00
2021-01-02 01:15:00,0.001,255.64,0.14,50.08,2021-01-02,01:15:00
2021-01-02 01:18:00,0.001,255.31,0.14,50.05,2021-01-02,01:18:00
2021-01-02 01:21:00,0.001,255.45,0.14,50.04,2021-01-02,01:21:00
2021-01-02 01:24:00,0.001,255.62,0.14,50.04,2021-01-02,01:24:00
2021-01-02 01:27:00,0.001,255.41,0.14,50.06,2021-01-02,01:27:00
2021-01-02 01:30:00,0.002,255.2,0.15,50,2021-01-02,01:30:00
2021-01-02 01:33:00,0.001,255.1,0.15,50.03,2021-01-02,01:33:00
2021-01-02 01:36:00,0.001,254.57,0.14,50.01,2021-01-02,01:36:00
2021-01-02 01:39:00,0.001,254.57,0.14,49.99,2021-01-02,01:39:00
2021-01-02 01:42:00,0.001,254.34,0.15,49.94,2021-01-02,01:42:00
2021-01-02 01:45:00,0.001,254.34,0.14,49.98,2021-01-02,01:45:00
2021-01-02 01:48:00,0.001,254.19,0.15,49.94,2021-01-02,01:48:00
2021-01-02 01:51:00,0.001,254.71,0.15,49.96,2021-01-02,01:51:00
2021-01-02 01:54:00,0.001,255.07,0.14,50.02,2021-01-02,01:54:00
2021-01-02 01:57:00,0.001,255.2,0.14,50.04,2021-01-02,01:57:00
2021-01-02 02:00:00,0.001,255.02,0.12,49.97,2021-01-02,02:00:00
2021-01-02 02:03:00,0.001,254.87,0.15,49.96,2021-01-02,02:03:00
2021-01-02 02:06:00,0.001,254.79,0.12,49.94,2021-01-02,02:06:00
2021-01-02 02:09:00,0.001,255.05,0.12,49.98,2021-01-02,02:09:00
2021-01-02 02:12:00,0.001,255.47,0.14,50.02,2021-01-02,02:12:00
2021-01-02 02:15:00,0.001,255.61,0.14,50.08,2021-01-02,02:15:00
2021-01-02 02:18:00,0.001,255.67,0.14,50.07,2021-01-02,02:18:00
2021-01-02 02:21:00,0.001,255.42,0.14,49.99,2021-01-02,02:21:00
2021-01-02 02:24:00,0.001,255.11,0.12,49.94,2021-01-02,02:24:00
2021-01-02 02:27:00,0.001,255.2,0.13,49.92,2021-01-02,02:27:00
2021-01-02 02:30:00,0.001,255.71,0.15,50.01,2021-01-02,02:30:00
2021-01-02 02:33:00,0.002,256,0.14,50.07,2021-01-02,02:33:00
2021-01-02 02:36:00,0.001,255.66,0.14,50.04,2021-01-02,02:36:00
2021-01-02 02:39:00,0,255.5,0.12,49.99,2021-01-02,02:39:00
2021-01-02 02:42:00,0.001,255.4,0.13,49.97,2021-01-02,02:42:00
2021-01-02 02:45:00,0.001,255.39,0.12,49.96,2021-01-02,02:45:00
2021-01-02 02:48:00,0.001,255.55,0.14,49.96,2021-01-02,02:48:00
2021-01-02 02:51:00,0.001,255.54,0.13,49.97,2021-01-02,02:51:00
2021-01-02 02:54:00,0.001,255.87,0.15,50.03,2021-01-02,02:54:00
2021-01-02 02:57:00,0.001,255.86,0.13,50.04,2021-01-02,02:57:00
2021-01-02 03:00:00,0.001,255.68,0.13,50,2021-01-02,03:00:00
2021-01-02 03:03:00,0.001,255.42,0.13,49.96,2021-01-02,03:03:00
2021-01-02 03:06:00,0.001,255.22,0.13,49.89,2021-01-02,03:06:00
2021-01-02 03:09:00,0.001,255.42,0.13,49.9,2021-01-02,03:09:00
2021-01-02 03:12:00,0.001,255.51,0.13,49.94,2021-01-02,03:12:00
2021-01-02 03:15:00,0.001,255.75,0.13,50,2021-01-02,03:15:00
2021-01-02 03:18:00,0.001,255.87,0.13,50.04,2021-01-02,03:18:00
2021-01-02 03:21:00,0.001,255.68,0.13,49.99,2021-01-02,03:21:00
2021-01-02 03:24:00,0.001,255.85,0.13,50.04,2021-01-02,03:24:00
2021-01-02 03:27:00,0.001,255.62,0.12,50.01,2021-01-02,03:27:00
2021-01-02 03:30:00,0.001,255.93,0.12,50.04,2021-01-02,03:30:00
2021-01-02 03:33:00,0.001,255.94,0.15,50.04,2021-01-02,03:33:00
2021-01-02 03:36:00,0.001,255.78,0.15,50.06,2021-01-02,03:36:00
2021-01-02 03:39:00,0.001,255.84,0.15,50.06,2021-01-02,03:39:00
2021-01-02 03:42:00,0.001,255.93,0.13,50.06,2021-01-02,03:42:00
2021-01-02 03:45:00,0.001,256.01,0.12,50.08,2021-01-02,03:45:00
2021-01-02 03:48:00,0.001,255.91,0.14,50.08,2021-01-02,03:48:00
2021-01-02 03:51:00,0.001,256.08,0.13,50.04,2021-01-02,03:51:00
2021-01-02 03:54:00,0.001,255.95,0.13,50.04,2021-01-02,03:54:00
2021-01-02 03:57:00,0.001,255.63,0.13,50.05,2021-01-02,03:57:00
2021-01-02 04:00:00,0.001,255.73,0.13,50.02,2021-01-02,04:00:00
2021-01-02 04:03:00,0.001,255.96,0.13,50.01,2021-01-02,04:03:00
2021-01-02 04:06:00,0.001,256.03,0.13,50.06,2021-01-02,04:06:00
2021-01-02 04:09:00,0.001,256.11,0.13,50.05,2021-01-02,04:09:00
2021-01-02 04:12:00,0,256.16,0.13,50.05,2021-01-02,04:12:00
2021-01-02 04:15:00,0.001,256.39,0.13,50.08,2021-01-02,04:15:00
2021-01-02 04:18:00,0.001,256.08,0.12,50.06,2021-01-02,04:18:00
2021-01-02 04:21:00,0.001,255.82,0.13,50.02,2021-01-02,04:21:00
2021-01-02 04:24:00,0.001,255.81,0.13,50.02,2021-01-02,04:24:00
2021-01-02 04:27:00,0.002,255.77,0.13,50.02,2021-01-02,04:27:00
2021-01-02 04:30:00,0.001,256.11,0.13,50.02,2021-01-02,04:30:00
2021-01-02 04:33:00,0.001,255.96,0.13,50.02,2021-01-02,04:33:00
2021-01-02 04:36:00,0.001,255.79,0.13,50.01,2021-01-02,04:36:00
2021-01-02 04:39:00,0.001,255.8,0.13,50.01,2021-01-02,04:39:00
2021-01-02 04:42:00,0.001,255.62,0.13,50.03,2021-01-02,04:42:00
2021-01-02 04:45:00,0.001,255.76,0.13,50.01,2021-01-02,04:45:00
2021-01-02 04:48:00,0.001,255.53,0.13,50.02,2021-01-02,04:48:00
2021-01-02 04:51:00,0.001,255.71,0.13,50.04,2021-01-02,04:51:00
2021-01-02 04:54:00,0.001,255.64,0.13,50.04,2021-01-02,04:54:00
2021-01-02 04:57:00,0.001,255.38,0.14,49.98,2021-01-02,04:57:00
2021-01-02 05:00:00,0.001,255.49,0.13,50.04,2021-01-02,05:00:00
2021-01-02 05:03:00,0.001,255.64,0.13,50.06,2021-01-02,05:03:00
2021-01-02 05:06:00,0.001,255.45,0.13,50.04,2021-01-02,05:06:00
2021-01-02 05:09:00,0.001,255.19,0.13,50,2021-01-02,05:09:00
2021-01-02 05:12:00,0.001,255.31,0.13,49.99,2021-01-02,05:12:00
2021-01-02 05:15:00,0.001,255.48,0.13,50.02,2021-01-02,05:15:00
2021-01-02 05:18:00,0.001,255.81,0.13,50.08,2021-01-02,05:18:00
2021-01-02 05:21:00,0.001,255.72,0.13,50.03,2021-01-02,05:21:00
2021-01-02 05:24:00,0.001,255.27,0.13,50.04,2021-01-02,05:24:00
2021-01-02 05:27:00,0.001,255.04,0.13,49.95,2021-01-02,05:27:00
2021-01-02 05:30:00,0.001,255.12,0.13,50.02,2021-01-02,05:30:00
2021-01-02 05:33:00,0.001,255.02,0.15,50.06,2021-01-02,05:33:00
2021-01-02 05:36:00,0.001,254.8,0.12,50.01,2021-01-02,05:36:00
2021-01-02 05:39:00,0.001,254.53,0.12,49.98,2021-01-02,05:39:00
2021-01-02 05:42:00,0.001,254.56,0.15,50,2021-01-02,05:42:00
2021-01-02 05:45:00,0.001,254.88,0.14,50.03,2021-01-02,05:45:00
2021-01-02 05:48:00,0.001,255.06,0.14,50.06,2021-01-02,05:48:00
2021-01-02 05:51:00,0.001,254.78,0.12,50.05,2021-01-02,05:51:00
2021-01-02 05:54:00,0.001,254.53,0.12,50.02,2021-01-02,05:54:00
2021-01-02 05:57:00,0.001,254.5,0.13,50.02,2021-01-02,05:57:00
2021-01-02 06:00:00,0.001,254.71,0.12,50.03,2021-01-02,06:00:00
2021-01-02 06:03:00,0.001,255.19,0.14,50.11,2021-01-02,06:03:00
2021-01-02 06:06:00,0.001,255.22,0.12,50.05,2021-01-02,06:06:00
2021-01-02 06:09:00,0.001,255.11,0.12,50.02,2021-01-02,06:09:00
2021-01-02 06:12:00,0.001,255.42,0.15,50.04,2021-01-02,06:12:00
2021-01-02 06:15:00,0.001,256.01,0.14,50.07,2021-01-02,06:15:00
2021-01-02 06:18:00,0.001,256.66,0.14,50.2,2021-01-02,06:18:00
2021-01-02 06:21:00,0.001,256.47,0.14,50.14,2021-01-02,06:21:00
2021-01-02 06:24:00,0.001,255.72,0.12,50.06,2021-01-02,06:24:00
2021-01-02 06:27:00,0.001,255.16,0.12,50.02,2021-01-02,06:27:00
2021-01-02 06:30:00,0.001,254.8,0.14,50.07,2021-01-02,06:30:00
2021-01-02 06:33:00,0.002,254.42,0.13,50.14,2021-01-02,06:33:00
2021-01-02 06:36:00,0.001,253.76,0.13,50.07,2021-01-02,06:36:00
2021-01-02 06:39:00,0.001,253.66,0.14,50.03,2021-01-02,06:39:00
2021-01-02 06:42:00,0.001,254.07,0.12,50.02,2021-01-02,06:42:00
2021-01-02 06:45:00,0.02,253.59,1.97,50.07,2021-01-02,06:45:00
2021-01-02 06:48:00,0.016,253.77,1.56,50.12,2021-01-02,06:48:00
2021-01-02 06:51:00,0.026,253.15,2.05,50.12,2021-01-02,06:51:00
2021-01-02 06:54:00,0.073,250.73,6.2,50.1,2021-01-02,06:54:00
2021-01-02 06:57:00,0.06,251.41,4.85,50.04,2021-01-02,06:57:00
2021-01-02 07:00:00,0.045,252.22,3.6,50.04,2021-01-02,07:00:00
2021-01-02 07:03:00,0.046,252.35,3.6,50.08,2021-01-02,07:03:00
2021-01-02 07:06:00,0.045,252.1,3.59,50.04,2021-01-02,07:06:00
2021-01-02 07:09:00,0.045,251.85,3.59,50.01,2021-01-02,07:09:00
2021-01-02 07:12:00,0.046,251.98,3.59,50.04,2021-01-02,07:12:00
2021-01-02 07:15:00,0.022,252.72,1.71,50.06,2021-01-02,07:15:00
2021-01-02 07:18:00,0.002,253.86,0.16,50.13,2021-01-02,07:18:00
2021-01-02 07:21:00,0.001,253.55,0.14,50.1,2021-01-02,07:21:00
2021-01-02 07:24:00,0.002,253.22,0.16,50.04,2021-01-02,07:24:00
2021-01-02 07:27:00,0.039,251.85,3.19,49.96,2021-01-02,07:27:00
2021-01-02 07:30:00,0.045,251.5,3.6,50.04,2021-01-02,07:30:00
2021-01-02 07:33:00,0.045,252.05,3.59,50.09,2021-01-02,07:33:00
2021-01-02 07:36:00,0.045,251.89,3.6,50.06,2021-01-02,07:36:00
2021-01-02 07:39:00,0.045,251.18,3.61,50.02,2021-01-02,07:39:00
2021-01-02 07:42:00,0.044,250.25,3.47,50,2021-01-02,07:42:00
2021-01-02 07:45:00,0.024,250.75,1.9,49.99,2021-01-02,07:45:00
2021-01-02 07:48:00,0.004,251.83,0.36,50.05,2021-01-02,07:48:00
2021-01-02 07:51:00,0.002,251.52,0.19,50.06,2021-01-02,07:51:00
2021-01-02 07:54:00,0.002,250.96,0.19,50.02,2021-01-02,07:54:00
2021-01-02 07:57:00,0.003,250.41,0.35,50,2021-01-02,07:57:00
2021-01-02 08:00:00,0.005,250.73,0.47,50,2021-01-02,08:00:00
2021-01-02 08:03:00,0.005,250.61,0.55,50.04,2021-01-02,08:03:00
2021-01-02 08:06:00,0.006,250.81,0.56,50.01,2021-01-02,08:06:00
2021-01-02 08:09:00,0.005,250.81,0.52,50.02,2021-01-02,08:09:00
2021-01-02 08:12:00,0.005,250.26,0.53,49.98,2021-01-02,08:12:00
2021-01-02 08:15:00,0.004,250.01,0.47,50,2021-01-02,08:15:00
2021-01-02 08:18:00,0.004,250.14,0.39,50.06,2021-01-02,08:18:00
2021-01-02 08:21:00,0.004,249.42,0.46,49.99,2021-01-02,08:21:00
2021-01-02 08:24:00,0.004,249.43,0.45,49.98,2021-01-02,08:24:00
2021-01-02 08:27:00,0.004,248.83,0.46,49.9,2021-01-02,08:27:00
2021-01-02 08:30:00,0.004,248.8,0.48,49.89,2021-01-02,08:30:00
2021-01-02 08:33:00,0.005,248.59,0.42,50.02,2021-01-02,08:33:00
2021-01-02 08:36:00,0.004,248.21,0.45,50.03,2021-01-02,08:36:00
2021-01-02 08:39:00,0.004,247.24,0.44,50.04,2021-01-02,08:39:00
2021-01-02 08:42:00,0.036,245.29,3.4,50.02,2021-01-02,08:42:00
2021-01-02 08:45:00,0.003,246.5,0.32,50.02,2021-01-02,08:45:00
2021-01-02 08:48:00,0.003,245.89,0.32,50.01,2021-01-02,08:48:00
2021-01-02 08:51:00,0.003,245.82,0.35,49.98,2021-01-02,08:51:00
2021-01-02 08:54:00,0.004,245.87,0.39,50.02,2021-01-02,08:54:00
2021-01-02 08:57:00,0.004,245.07,0.39,50.04,2021-01-02,08:57:00
2021-01-02 09:00:00,0.003,244.68,0.37,50.08,2021-01-02,09:00:00
2021-01-02 09:03:00,0.004,244.81,0.37,50.07,2021-01-02,09:03:00
2021-01-02 09:06:00,0.004,244.67,0.47,50.06,2021-01-02,09:06:00
2021-01-02 09:09:00,0.005,243.95,0.42,50.02,2021-01-02,09:09:00
2021-01-02 09:12:00,0.004,243.41,0.43,49.95,2021-01-02,09:12:00
2021-01-02 09:15:00,0.004,243.32,0.4,50,2021-01-02,09:15:00
2021-01-02 09:18:00,0.003,242.81,0.34,50.02,2021-01-02,09:18:00
2021-01-02 09:21:00,0.003,241.15,0.32,50.03,2021-01-02,09:21:00
2021-01-02 09:24:00,0.002,240.65,0.22,49.96,2021-01-02,09:24:00
2021-01-02 09:27:00,0.003,240.14,0.23,49.95,2021-01-02,09:27:00
2021-01-02 09:30:00,0.002,239.53,0.23,49.96,2021-01-02,09:30:00
2021-01-02 09:33:00,0.003,238.71,0.25,49.98,2021-01-02,09:33:00
2021-01-02 09:36:00,0.002,238.79,0.26,50.04,2021-01-02,09:36:00
2021-01-02 09:39:00,0.003,238.53,0.23,50.04,2021-01-02,09:39:00
2021-01-02 09:42:00,0.002,238.4,0.23,50.03,2021-01-02,09:42:00
2021-01-02 09:45:00,0.002,238.6,0.23,50.02,2021-01-02,09:45:00
2021-01-02 09:48:00,0.002,237.66,0.18,49.97,2021-01-02,09:48:00
2021-01-02 09:51:00,0.001,236.69,0.17,49.9,2021-01-02,09:51:00
2021-01-02 09:54:00,0.002,236.93,0.17,49.9,2021-01-02,09:54:00
2021-01-02 09:57:00,0.002,236.89,0.17,49.92,2021-01-02,09:57:00
2021-01-02 10:00:00,0.008,236.74,0.83,49.92,2021-01-02,10:00:00
2021-01-02 10:03:00,0.006,237.39,0.5,49.97,2021-01-02,10:03:00
2021-01-02 10:06:00,0.002,238.07,0.25,49.98,2021-01-02,10:06:00
2021-01-02 10:09:00,0.003,238.16,0.26,49.96,2021-01-02,10:09:00
2021-01-02 10:12:00,0.002,237.78,0.24,49.93,2021-01-02,10:12:00
2021-01-02 10:15:00,0.002,238.04,0.25,49.94,2021-01-02,10:15:00
2021-01-02 10:18:00,0.002,236.87,0.25,49.97,2021-01-02,10:18:00
2021-01-02 10:21:00,0.001,236.95,0.13,49.92,2021-01-02,10:21:00
2021-01-02 10:24:00,0.001,237.05,0.13,49.93,2021-01-02,10:24:00
2021-01-02 10:27:00,0.001,237.14,0.13,49.92,2021-01-02,10:27:00
2021-01-02 10:30:00,0,236.38,0.13,49.9,2021-01-02,10:30:00
2021-01-02 10:33:00,0.001,236.28,0.13,49.85,2021-01-02,10:33:00
2021-01-02 10:36:00,0.001,236.94,0.13,49.86,2021-01-02,10:36:00
2021-01-02 10:39:00,0.002,237.56,0.19,49.91,2021-01-02,10:39:00
2021-01-02 10:42:00,0.002,237.72,0.19,49.89,2021-01-02,10:42:00
2021-01-02 10:45:00,0.002,238.08,0.18,49.96,2021-01-02,10:45:00
2021-01-02 10:48:00,0.002,237.42,0.18,49.97,2021-01-02,10:48:00
2021-01-02 10:51:00,0.001,237.27,0.18,49.95,2021-01-02,10:51:00
2021-01-02 10:54:00,0.002,237.17,0.18,49.94,2021-01-02,10:54:00
2021-01-02 10:57:00,0.002,237.8,0.18,49.91,2021-01-02,10:57:00
2021-01-02 11:00:00,0.002,238.98,0.19,49.86,2021-01-02,11:00:00
2021-01-02 11:03:00,0.002,239.33,0.19,49.85,2021-01-02,11:03:00
2021-01-02 11:06:00,0.001,239.47,0.19,49.92,2021-01-02,11:06:00
2021-01-02 11:09:00,0.002,239.89,0.19,49.95,2021-01-02,11:09:00
2021-01-02 11:12:00,0.002,240.12,0.18,50.03,2021-01-02,11:12:00
2021-01-02 11:15:00,0.011,239.83,1.02,50.08,2021-01-02,11:15:00
2021-01-02 11:18:00,0.042,237.3,3.53,49.99,2021-01-02,11:18:00
2021-01-02 11:21:00,0.042,236.58,3.53,49.91,2021-01-02,11:21:00
2021-01-02 11:24:00,0.041,237.01,3.52,49.89,2021-01-02,11:24:00
2021-01-02 11:27:00,0.042,237.48,3.52,49.9,2021-01-02,11:27:00
2021-01-02 11:30:00,0.042,237.19,3.53,49.88,2021-01-02,11:30:00
2021-01-02 11:33:00,0.042,236.1,3.52,49.88,2021-01-02,11:33:00
2021-01-02 11:36:00,0.018,237.5,1.46,49.86,2021-01-02,11:36:00
2021-01-02 11:39:00,0.001,239.69,0.24,50.01,2021-01-02,11:39:00
2021-01-02 11:42:00,0.002,240.83,0.15,50.12,2021-01-02,11:42:00
2021-01-02 11:45:00,0.001,241.72,0.16,50.12,2021-01-02,11:45:00
2021-01-02 11:48:00,0.001,241.34,0.15,50.02,2021-01-02,11:48:00
2021-01-02 11:51:00,0.002,241.93,0.17,49.98,2021-01-02,11:51:00
2021-01-02 11:54:00,0.001,242.37,0.17,50.02,2021-01-02,11:54:00
2021-01-02 11:57:00,0,0,0,0,2021-01-02,11:57:00
2021-01-02 12:00:00,0,0,0,0,2021-01-02,12:00:00
2021-01-02 12:03:00,0,0,0,0,2021-01-02,12:03:00
2021-01-02 12:06:00,0.002,241.73,1.36,49.98,2021-01-02,12:06:00
2021-01-02 12:09:00,0.007,241.87,1.4,49.98,2021-01-02,12:09:00
2021-01-02 12:12:00,0.003,242.4,0.57,50.04,2021-01-02,12:12:00
2021-01-02 12:15:00,0.003,243.58,0.38,49.94,2021-01-02,12:15:00
2021-01-02 12:18:00,0.001,244.12,0.29,50.02,2021-01-02,12:18:00
2021-01-02 12:21:00,0.001,243.73,0.19,50.06,2021-01-02,12:21:00
2021-01-02 12:24:00,0.001,242.48,0.18,49.96,2021-01-02,12:24:00
2021-01-02 12:27:00,0,242.71,0.16,49.99,2021-01-02,12:27:00
2021-01-02 12:30:00,0.001,242.17,0.14,49.92,2021-01-02,12:30:00
2021-01-02 12:33:00,0,241.99,0.14,49.9,2021-01-02,12:33:00
2021-01-02 12:36:00,0.001,242.51,0.13,49.92,2021-01-02,12:36:00
2021-01-02 12:39:00,0,242.86,0.13,50,2021-01-02,12:39:00
2021-01-02 12:42:00,0.001,243.99,0.13,50.04,2021-01-02,12:42:00
2021-01-02 12:45:00,0,243.4,0.1,50.06,2021-01-02,12:45:00
2021-01-02 12:48:00,0,243.74,0.1,50.04,2021-01-02,12:48:00
2021-01-02 12:51:00,0.001,243.65,0.1,49.96,2021-01-02,12:51:00
2021-01-02 12:54:00,0,243.64,0.11,49.96,2021-01-02,12:54:00
2021-01-02 12:57:00,0.001,244,0.11,49.97,2021-01-02,12:57:00
2021-01-02 13:00:00,0,244.26,0.11,50,2021-01-02,13:00:00
2021-01-02 13:03:00,0,244.55,0.11,49.98,2021-01-02,13:03:00
2021-01-02 13:06:00,0.001,244.28,0.1,50.04,2021-01-02,13:06:00
2021-01-02 13:09:00,0,244.75,0.1,50.08,2021-01-02,13:09:00
2021-01-02 13:12:00,0,245.51,0.1,50.08,2021-01-02,13:12:00
2021-01-02 13:15:00,0.001,246.36,0.11,50.02,2021-01-02,13:15:00
2021-01-02 13:18:00,0,247.09,0.11,50.06,2021-01-02,13:18:00
2021-01-02 13:21:00,0,247.2,0.11,50.05,2021-01-02,13:21:00
2021-01-02 13:24:00,0.001,246.99,0.11,50.02,2021-01-02,13:24:00
2021-01-02 13:27:00,0,247.14,0.12,49.92,2021-01-02,13:27:00
2021-01-02 13:30:00,0.001,247.15,0.12,49.94,2021-01-02,13:30:00
2021-01-02 13:33:00,0,247.09,0.11,50.03,2021-01-02,13:33:00
2021-01-02 13:36:00,0,247.22,0.11,50.04,2021-01-02,13:36:00
2021-01-02 13:39:00,0.001,246.86,0.11,49.98,2021-01-02,13:39:00
2021-01-02 13:42:00,0,246.73,0.11,49.96,2021-01-02,13:42:00
2021-01-02 13:45:00,0,247.55,0.11,50.04,2021-01-02,13:45:00
2021-01-02 13:48:00,0.001,247.65,0.12,50.02,2021-01-02,13:48:00
2021-01-02 13:51:00,0,247.13,0.11,49.97,2021-01-02,13:51:00
2021-01-02 13:54:00,0.001,246.91,0.11,49.95,2021-01-02,13:54:00
2021-01-02 13:57:00,0,246.84,0.1,49.89,2021-01-02,13:57:00
2021-01-02 14:00:00,0,246.89,0.1,49.86,2021-01-02,14:00:00
2021-01-02 14:03:00,0.001,247.09,0.1,49.82,2021-01-02,14:03:00
2021-01-02 14:06:00,0.001,247.44,0.11,49.88,2021-01-02,14:06:00
2021-01-02 14:09:00,0,247.42,0.11,49.9,2021-01-02,14:09:00
2021-01-02 14:12:00,0.022,246.51,2.12,49.87,2021-01-02,14:12:00
2021-01-02 14:15:00,0.001,248.53,0.14,49.92,2021-01-02,14:15:00
2021-01-02 14:18:00,0.001,249.72,0.14,50.06,2021-01-02,14:18:00
2021-01-02 14:21:00,0.001,250.01,0.14,50.01,2021-01-02,14:21:00
2021-01-02 14:24:00,0.001,250.21,0.13,49.9,2021-01-02,14:24:00
2021-01-02 14:27:00,0.001,250.12,0.14,49.88,2021-01-02,14:27:00
2021-01-02 14:30:00,0.001,250.16,0.13,49.82,2021-01-02,14:30:00
2021-01-02 14:33:00,0.001,250.25,0.14,49.86,2021-01-02,14:33:00
2021-01-02 14:36:00,0.001,251.12,0.13,49.89,2021-01-02,14:36:00
2021-01-02 14:39:00,0,251.23,0.13,49.91,2021-01-02,14:39:00
2021-01-02 14:42:00,0.04,249.71,3.15,49.95,2021-01-02,14:42:00
2021-01-02 14:45:00,0.045,249.84,3.58,49.96,2021-01-02,14:45:00
2021-01-02 14:48:00,0.044,249.69,3.59,49.88,2021-01-02,14:48:00
2021-01-02 14:51:00,0.045,249.74,3.55,49.92,2021-01-02,14:51:00
2021-01-02 14:54:00,0.044,250.15,3.55,49.9,2021-01-02,14:54:00
2021-01-02 14:57:00,0.045,249.89,3.55,49.88,2021-01-02,14:57:00
2021-01-02 15:00:00,0.032,251.09,2.45,49.88,2021-01-02,15:00:00
2021-01-02 15:03:00,0.001,252.3,0.17,49.92,2021-01-02,15:03:00
2021-01-02 15:06:00,0.001,252.54,0.16,49.94,2021-01-02,15:06:00
2021-01-02 15:09:00,0.001,253.35,0.16,50,2021-01-02,15:09:00
2021-01-02 15:12:00,0.001,253.31,0.12,50.02,2021-01-02,15:12:00
2021-01-02 15:15:00,0.001,252.65,0.12,50,2021-01-02,15:15:00
2021-01-02 15:18:00,0,252.86,0.1,50.03,2021-01-02,15:18:00
2021-01-02 15:21:00,0.001,252,0.09,49.96,2021-01-02,15:21:00
2021-01-02 15:24:00,0,252.18,0.1,49.98,2021-01-02,15:24:00
2021-01-02 15:27:00,0,251.93,0.09,50.01,2021-01-02,15:27:00
2021-01-02 15:30:00,0.001,251.95,0.11,50.06,2021-01-02,15:30:00
2021-01-02 15:33:00,0,251.78,0.12,50.03,2021-01-02,15:33:00
2021-01-02 15:36:00,0,0,0,0,2021-01-02,15:36:00
2021-01-02 15:39:00,0,0,0,0,2021-01-02,15:39:00
2021-01-02 15:42:00,0.001,250.78,0.39,49.96,2021-01-02,15:42:00
2021-01-02 15:45:00,0.002,251.84,0.44,50.02,2021-01-02,15:45:00
2021-01-02 15:48:00,0.001,251.73,0.29,50.04,2021-01-02,15:48:00
2021-01-02 15:51:00,0.001,251.31,0.18,49.97,2021-01-02,15:51:00
2021-01-02 15:54:00,0,251.31,0.16,49.92,2021-01-02,15:54:00
2021-01-02 15:57:00,0.001,251.11,0.13,49.92,2021-01-02,15:57:00
2021-01-02 16:00:00,0,250.1,0.13,49.91,2021-01-02,16:00:00
2021-01-02 16:03:00,0.001,250.45,0.13,49.89,2021-01-02,16:03:00
2021-01-02 16:06:00,0.001,250.01,0.18,49.84,2021-01-02,16:06:00
2021-01-02 16:09:00,0.001,249.75,0.18,49.82,2021-01-02,16:09:00
2021-01-02 16:12:00,0.001,251.05,0.11,49.86,2021-01-02,16:12:00
2021-01-02 16:15:00,0,251.24,0.11,49.94,2021-01-02,16:15:00
2021-01-02 16:18:00,0.002,251.19,0.16,50.06,2021-01-02,16:18:00
2021-01-02 16:21:00,0.001,251.6,0.2,50.06,2021-01-02,16:21:00
2021-01-02 16:24:00,0.002,250.73,0.19,49.98,2021-01-02,16:24:00
2021-01-02 16:27:00,0.002,250.68,0.2,49.93,2021-01-02,16:27:00
2021-01-02 16:30:00,0.001,251.07,0.2,49.91,2021-01-02,16:30:00
2021-01-02 16:33:00,0.002,251.48,0.2,49.88,2021-01-02,16:33:00
2021-01-02 16:36:00,0.002,251.72,0.18,49.92,2021-01-02,16:36:00
2021-01-02 16:39:00,0.001,251.69,0.17,49.96,2021-01-02,16:39:00
2021-01-02 16:42:00,0.002,251.59,0.17,50,2021-01-02,16:42:00
